Date,Closing_Price
2021-03-29 00:00:00,153.7865
2021-03-30 00:00:00,152.7645
2021-03-31 00:00:00,154.704
2021-04-01 00:00:00,158.05
2021-04-05 00:00:00,161.3365
2021-04-06 00:00:00,161.191
2021-04-07 00:00:00,163.9695
2021-04-08 00:00:00,164.965
2021-04-09 00:00:00,168.61
2021-04-12 00:00:00,168.9695
2021-04-13 00:00:00,170
2021-04-14 00:00:00,166.65
2021-04-15 00:00:00,168.9545
2021-04-16 00:00:00,169.972
2021-04-19 00:00:00,168.6005
2021-04-20 00:00:00,166.7345
2021-04-21 00:00:00,168.101
2021-04-22 00:00:00,165.452
2021-04-23 00:00:00,167.044
2021-04-26 00:00:00,170.45
2021-04-27 00:00:00,170.8715
2021-04-28 00:00:00,172.925
2021-04-29 00:00:00,173.5655
2021-04-30 00:00:00,173.371
2021-05-03 00:00:00,169.3245
2021-05-04 00:00:00,165.5935
2021-05-05 00:00:00,163.527
2021-05-06 00:00:00,165.3185
2021-05-07 00:00:00,164.5805
2021-05-10 00:00:00,159.5245
2021-05-11 00:00:00,161.1955
2021-05-12 00:00:00,157.597
2021-05-13 00:00:00,158.0735
2021-05-14 00:00:00,161.145
2021-05-17 00:00:00,163.5195
2021-05-18 00:00:00,161.614
2021-05-19 00:00:00,161.59
2021-05-20 00:00:00,162.384
2021-05-21 00:00:00,160.154
2021-05-24 00:00:00,162.2495
2021-05-25 00:00:00,162.9525
2021-05-26 00:00:00,163.258
2021-05-27 00:00:00,161.5055
2021-05-28 00:00:00,161.1535
2021-06-01 00:00:00,160.9325
2021-06-02 00:00:00,161.6995
2021-06-03 00:00:00,159.3505
2021-06-04 00:00:00,160.311
2021-06-07 00:00:00,159.9005
2021-06-08 00:00:00,163.2055
2021-06-09 00:00:00,164.0575
2021-06-10 00:00:00,167.4825
2021-06-11 00:00:00,167.3415
2021-06-14 00:00:00,169.1935
2021-06-15 00:00:00,169.1565
2021-06-16 00:00:00,170.7625
2021-06-17 00:00:00,174.462
2021-06-18 00:00:00,174.345
2021-06-21 00:00:00,172.698
2021-06-22 00:00:00,175.272
2021-06-23 00:00:00,175.191
2021-06-24 00:00:00,172.454
2021-06-25 00:00:00,170.073
2021-06-28 00:00:00,172.1945
2021-06-29 00:00:00,172.407
2021-06-30 00:00:00,172.008
2021-07-01 00:00:00,171.6485
2021-07-02 00:00:00,175.549
2021-07-06 00:00:00,183.787
2021-07-07 00:00:00,184.829
2021-07-08 00:00:00,186.5705
2021-07-09 00:00:00,185.967
2021-07-12 00:00:00,185.9275
2021-07-13 00:00:00,183.868
2021-07-14 00:00:00,184.084
2021-07-15 00:00:00,181.56
2021-07-16 00:00:00,178.6815
2021-07-19 00:00:00,177.4795
2021-07-20 00:00:00,178.6595
2021-07-21 00:00:00,179.26
2021-07-22 00:00:00,181.9015
2021-07-23 00:00:00,182.832
2021-07-26 00:00:00,184.991
2021-07-27 00:00:00,181.3195
2021-07-28 00:00:00,181.516
2021-07-29 00:00:00,179.996
2021-07-30 00:00:00,166.3795
2021-08-02 00:00:00,166.574
2021-08-03 00:00:00,168.312
2021-08-04 00:00:00,167.736
2021-08-05 00:00:00,168.7995
2021-08-06 00:00:00,167.247
2021-08-09 00:00:00,167.0935
2021-08-10 00:00:00,166.034
2021-08-11 00:00:00,164.6055
2021-08-12 00:00:00,165.175
2021-08-13 00:00:00,164.6985
2021-08-16 00:00:00,164.9495
2021-08-17 00:00:00,162.098
2021-08-18 00:00:00,160.061
2021-08-19 00:00:00,159.3875
2021-08-20 00:00:00,159.9975
2021-08-23 00:00:00,163.2935
2021-08-24 00:00:00,165.289
2021-08-25 00:00:00,164.959
2021-08-26 00:00:00,165.8
2021-08-27 00:00:00,167.4815
2021-08-30 00:00:00,171.0785
2021-08-31 00:00:00,173.5395
2021-09-01 00:00:00,173.95
2021-09-02 00:00:00,173.156
2021-09-03 00:00:00,173.9025
2021-09-07 00:00:00,175.4645
2021-09-08 00:00:00,176.275
2021-09-09 00:00:00,174.208
2021-09-10 00:00:00,173.4575
2021-09-13 00:00:00,172.8585
2021-09-14 00:00:00,172.5
2021-09-15 00:00:00,173.7895
2021-09-16 00:00:00,174.412
2021-09-17 00:00:00,173.126
2021-09-20 00:00:00,167.7865
2021-09-21 00:00:00,167.1815
2021-09-22 00:00:00,169.0025
2021-09-23 00:00:00,170.8
2021-09-24 00:00:00,171.276
2021-09-27 00:00:00,170.29
2021-09-28 00:00:00,165.798
2021-09-29 00:00:00,165.056
2021-09-30 00:00:00,164.252
2021-10-01 00:00:00,164.163
2021-10-04 00:00:00,159.489
2021-10-05 00:00:00,161.05
2021-10-06 00:00:00,163.1005
2021-10-07 00:00:00,165.1215
2021-10-08 00:00:00,164.431
2021-10-11 00:00:00,162.315
2021-10-12 00:00:00,162.3665
2021-10-13 00:00:00,164.214
2021-10-14 00:00:00,164.993
2021-10-15 00:00:00,170.451
2021-10-18 00:00:00,172.337
2021-10-19 00:00:00,172.2075
2021-10-20 00:00:00,170.753
2021-10-21 00:00:00,171.7505
2021-10-22 00:00:00,166.7775
2021-10-25 00:00:00,166.0185
2021-10-26 00:00:00,168.8035
2021-10-27 00:00:00,169.6245
2021-10-28 00:00:00,172.3285
2021-10-29 00:00:00,168.6215
2021-11-01 00:00:00,165.9055
2021-11-02 00:00:00,165.6375
2021-11-03 00:00:00,169.2
2021-11-04 00:00:00,173.85
2021-11-05 00:00:00,175.9495
2021-11-08 00:00:00,174.449
2021-11-09 00:00:00,178.8115
2021-11-10 00:00:00,174.1025
2021-11-11 00:00:00,173.625
