Date,Closing_Price
2021-11-18 00:00:00,32.94
2021-11-19 00:00:00,32.53
2021-11-22 00:00:00,30.83
2021-11-23 00:00:00,29.74
2021-11-24 00:00:00,29.82
2021-11-26 00:00:00,28.96
2021-11-29 00:00:00,30.26
2021-11-30 00:00:00,29.99
2021-12-01 00:00:00,28.59
2021-12-02 00:00:00,28.72
2021-12-03 00:00:00,26.36
2021-12-06 00:00:00,27.35
2021-12-07 00:00:00,28.13
2021-12-08 00:00:00,28.55
2021-12-09 00:00:00,26.4
2021-12-10 00:00:00,25.81
2021-12-13 00:00:00,25.71
2021-12-14 00:00:00,25.41
2021-12-15 00:00:00,25.45
2021-12-16 00:00:00,24.05
2021-12-17 00:00:00,24.21
2021-12-20 00:00:00,23.19
2021-12-21 00:00:00,24.21
2021-12-22 00:00:00,24.14
2021-12-23 00:00:00,25.09
2021-12-27 00:00:00,25.14
2021-12-28 00:00:00,24.85
2021-12-29 00:00:00,24.17
2021-12-30 00:00:00,24.5
2021-12-31 00:00:00,24.44
2022-01-03 00:00:00,25.54
2022-01-04 00:00:00,25
2022-01-05 00:00:00,24.01
2022-01-06 00:00:00,23.41
2022-01-07 00:00:00,23.22
2022-01-10 00:00:00,23.21
2022-01-11 00:00:00,24.17
2022-01-12 00:00:00,23.34
2022-01-13 00:00:00,22.57
2022-01-14 00:00:00,22.11
2022-01-18 00:00:00,20.71
2022-01-19 00:00:00,20.49
2022-01-20 00:00:00,20
2022-01-21 00:00:00,19.35
2022-01-24 00:00:00,19.85
2022-01-25 00:00:00,18.58
2022-01-26 00:00:00,18.42
2022-01-27 00:00:00,17.95
2022-01-28 00:00:00,18.8
2022-01-31 00:00:00,20.31
2022-02-01 00:00:00,20.82
2022-02-02 00:00:00,20.38
2022-02-03 00:00:00,19.97
2022-02-04 00:00:00,20.53
2022-02-07 00:00:00,20.63
2022-02-08 00:00:00,21.34
2022-02-09 00:00:00,22.21
2022-02-10 00:00:00,21.03
2022-02-11 00:00:00,19.7
2022-02-14 00:00:00,20.49
2022-02-15 00:00:00,20.85
2022-02-16 00:00:00,21.16
2022-02-17 00:00:00,20.13
2022-02-18 00:00:00,19.9
2022-02-22 00:00:00,19.47
2022-02-23 00:00:00,18.6
2022-02-24 00:00:00,19.95
2022-02-25 00:00:00,19.99
2022-02-28 00:00:00,20.33
2022-03-01 00:00:00,20.94
2022-03-02 00:00:00,20.82
2022-03-03 00:00:00,19.85
2022-03-04 00:00:00,17.58
2022-03-07 00:00:00,16.75
2022-03-08 00:00:00,17.28
2022-03-09 00:00:00,18.23
2022-03-10 00:00:00,17.83
2022-03-11 00:00:00,17.59
2022-03-14 00:00:00,16.72
2022-03-15 00:00:00,17.03
2022-03-16 00:00:00,18.81
2022-03-17 00:00:00,19.81
2022-03-18 00:00:00,20.06
2022-03-21 00:00:00,19.5
2022-03-22 00:00:00,20.52
2022-03-23 00:00:00,20.57
2022-03-24 00:00:00,21.27
2022-03-25 00:00:00,21.12
