Date,Closing_Price
2021-08-27 00:00:00,558.92
2021-08-30 00:00:00,566.18
2021-08-31 00:00:00,569.19
2021-09-01 00:00:00,582.07
2021-09-02 00:00:00,588.55
2021-09-03 00:00:00,590.53
2021-09-07 00:00:00,606.71
2021-09-08 00:00:00,606.05
2021-09-09 00:00:00,597.54
2021-09-10 00:00:00,598.72
2021-09-13 00:00:00,589.29
2021-09-14 00:00:00,577.76
2021-09-15 00:00:00,582.87
2021-09-16 00:00:00,586.5
2021-09-17 00:00:00,589.35
2021-09-20 00:00:00,575.43
2021-09-21 00:00:00,573.14
2021-09-22 00:00:00,590.65
2021-09-23 00:00:00,593.26
2021-09-24 00:00:00,592.39
2021-09-27 00:00:00,592.64
2021-09-28 00:00:00,583.85
2021-09-29 00:00:00,599.06
2021-09-30 00:00:00,610.34
2021-10-01 00:00:00,613.15
2021-10-04 00:00:00,603.35
2021-10-05 00:00:00,634.81
2021-10-06 00:00:00,639.1
2021-10-07 00:00:00,631.85
2021-10-08 00:00:00,632.66
2021-10-11 00:00:00,627.04
2021-10-12 00:00:00,624.94
2021-10-13 00:00:00,629.76
2021-10-14 00:00:00,633.8
2021-10-15 00:00:00,628.29
2021-10-18 00:00:00,637.97
2021-10-19 00:00:00,639
2021-10-20 00:00:00,625.14
2021-10-21 00:00:00,653.16
2021-10-22 00:00:00,664.78
2021-10-25 00:00:00,671.66
2021-10-26 00:00:00,668.52
2021-10-27 00:00:00,662.92
2021-10-28 00:00:00,674.05
2021-10-29 00:00:00,690.31
2021-11-01 00:00:00,681.17
2021-11-02 00:00:00,677.72
2021-11-03 00:00:00,688.29
2021-11-04 00:00:00,668.4
2021-11-05 00:00:00,645.72
2021-11-08 00:00:00,651.45
2021-11-09 00:00:00,655.99
2021-11-10 00:00:00,646.91
2021-11-11 00:00:00,657.58
2021-11-12 00:00:00,682.61
2021-11-15 00:00:00,679.33
2021-11-16 00:00:00,687.4
2021-11-17 00:00:00,691.69
2021-11-18 00:00:00,682.02
2021-11-19 00:00:00,678.8
2021-11-22 00:00:00,659.2
2021-11-23 00:00:00,654.06
2021-11-24 00:00:00,658.29
2021-11-26 00:00:00,665.64
2021-11-29 00:00:00,663.84
2021-11-30 00:00:00,641.9
2021-12-01 00:00:00,617.77
2021-12-02 00:00:00,616.47
2021-12-03 00:00:00,602.13
2021-12-06 00:00:00,612.69
2021-12-07 00:00:00,625.58
2021-12-08 00:00:00,628.08
2021-12-09 00:00:00,611
2021-12-10 00:00:00,611.66
2021-12-13 00:00:00,604.56
2021-12-14 00:00:00,597.99
2021-12-15 00:00:00,605.04
2021-12-16 00:00:00,591.06
2021-12-17 00:00:00,586.73
2021-12-20 00:00:00,593.74
2021-12-21 00:00:00,604.92
2021-12-22 00:00:00,614.24
2021-12-23 00:00:00,614.09
2021-12-27 00:00:00,613.12
2021-12-28 00:00:00,610.71
2021-12-29 00:00:00,610.54
2021-12-30 00:00:00,612.09
2021-12-31 00:00:00,602.44
2022-01-03 00:00:00,597.37
2022-01-04 00:00:00,591.15
2022-01-05 00:00:00,567.52
2022-01-06 00:00:00,553.29
2022-01-07 00:00:00,541.06
2022-01-10 00:00:00,539.85
2022-01-11 00:00:00,540.84
2022-01-12 00:00:00,537.22
2022-01-13 00:00:00,519.2
2022-01-14 00:00:00,525.69
2022-01-18 00:00:00,510.8
2022-01-19 00:00:00,515.86
2022-01-20 00:00:00,508.25
2022-01-21 00:00:00,397.5
2022-01-24 00:00:00,387.15
2022-01-25 00:00:00,366.42
2022-01-26 00:00:00,359.7
2022-01-27 00:00:00,386.7
2022-01-28 00:00:00,384.36
2022-01-31 00:00:00,427.14
2022-02-01 00:00:00,457.13
2022-02-02 00:00:00,429.48
2022-02-03 00:00:00,405.6
2022-02-04 00:00:00,410.17
2022-02-07 00:00:00,402.1
2022-02-08 00:00:00,403.53
2022-02-09 00:00:00,412.89
2022-02-10 00:00:00,406.27
2022-02-11 00:00:00,391.31
2022-02-14 00:00:00,396.57
2022-02-15 00:00:00,407.46
2022-02-16 00:00:00,398.08
2022-02-17 00:00:00,386.67
2022-02-18 00:00:00,391.29
2022-02-22 00:00:00,377.38
2022-02-23 00:00:00,367.46
2022-02-24 00:00:00,390.03
2022-02-25 00:00:00,390.8
2022-02-28 00:00:00,394.52
2022-03-01 00:00:00,386.24
2022-03-02 00:00:00,380.03
2022-03-03 00:00:00,368.07
2022-03-04 00:00:00,361.73
2022-03-07 00:00:00,350.26
2022-03-08 00:00:00,341.76
2022-03-09 00:00:00,358.79
2022-03-10 00:00:00,356.77
2022-03-11 00:00:00,340.32
2022-03-14 00:00:00,331.01
2022-03-15 00:00:00,343.75
2022-03-16 00:00:00,357.53
2022-03-17 00:00:00,371.4
2022-03-18 00:00:00,380.6
2022-03-21 00:00:00,374.59
2022-03-22 00:00:00,382.92
2022-03-23 00:00:00,374.49
2022-03-24 00:00:00,375.71
2022-03-25 00:00:00,373.85
